Text,Language,Label
Is my ig broken or translation button is not working for everyone?,en,negative
"@Wookietron9000 I can't ever sign up to a service of murdering spiders, that isn't protection. Also a funnel weaver isn't a funnel web which are only found in Sydney and are one of the most venomous spiders. Poor funnel weavers, most spiders are scared of people",en,negative
Witness: Trump didn't want to respond as attack on Capitol unfolded - ABC News - https://t.co/o5CrSySHPI via @ABC,en,litigious
"I know the legend boys can be obtainable in game but I'm 100% betting you need both the mascot legends of the games they were from to get them
It will def be the case for kyurem and probably necrozma even tho he isn't techially a trio with solgaleo and lunala",en,uncertainty
"Iiberty.
As flawed as this ruling is, the current SCOTUS has no respect for individual rights.
They say that abortion is not a right because it isn't mentioned in the constitution. Well AR 15s were not mentioned either. 
First of all, abortion is not a state right. It is an",en,negative
"@vanicer @realDonaldTrump I wouldn’t either if I didn’t live here 😂 the original tweet was from Saturday Night Live. It was a joke. They were basically saying when we want to take down a dictator somewhere else we’re so good at it but here in our homeland we can’t. Nobody likes him, only Republicans.",en,uncertainty
@JudiciaryGOP Wacko Trump trying to commandeer the Beast so he can lead the #GOPCoupAttempt has definitely got our attention.  $5 gas is the least of our problems #GOPTraitors,en,negative
"@maddiewhittle Almost as good as the sign at the hospital clinic which read, “Family planning, use rear entrance.”",en,uncertainty
@DavidAdt1 Narrator: She is the favorite female in law. Hands down.,en,litigious
do u ever miss someone but u can't text them or tell anyone abt it cause they kinda ruined ur life and ur friends would beat the shit out of u if u texted them but u still miss them but u know they don't care but what if they do u know what they probably don't,en,uncertainty
"@farmboyluke do you think he can really be considered abusive or is he just like a regular flawed parent? (legit question, i probably didnt analyze him as much as you did)",en,negative
"Rough Sketch....Jimin 💜
I'm not very good, but we've got to start somewhere ☺️
#MondayVibes #BTS #fanart #btsfanart #sketch https://t.co/5G6X0tEGjn",en,uncertainty
@guruintraining_ We should start a hashtag #GoodFinancialAdvisorsJA that way we can get all the info conveniently and take money away from the bad advisors. That's probably the best way to solve the issue,en,uncertainty
How perfect RailBlazer would fit in the old Vortex spot 👀 @KingsIslandPR https://t.co/2nHLOrbfp2,en,positive
Okay maybe Finley and Sophie are cute,en,uncertainty
@xfree99x I am excited &gt;:D,en,positive
"Rajat Gupta, Senior Partner, McKinsey &amp; Company, to deliver the Special Address on Climate Risk and Response: Physical Hazards and Socio-economic Impacts at #WSDS2020. Join the conversation using #Act4Earth 
@McKinseyIndia https://t.co/2BnbCYYDYO",en,uncertainty
"@ladbible They have seen her client lists

Make them public, &amp; prosecute anyone involved

This is obviously not a 1 person operation

&amp; the operation doesnt cater to poor normal people obviously, so its obvious where were supposed to look",en,negative
"Get to know Lacework, a cybersecurity company with the goal to be THE cybersecurity partner for the cloud by helping organizations embrace security as an enabler of innovation, not as a blocker. Register for the June 28 event at
https://t.co/gHrm4diOw4 #VLCMEvents",en,positive
@Calvin1279J @ArthurSchwartz He already has serious legal problems.,en,litigious
@AmmahBayero_ Thank you for putting things into perspective…. I was lost before 😂😂🤣🤣,en,negative
I genuinely can't tell if lost warrior is a bad character or potentially ban worthy and I don't know what that says about DNF,en,negative
"Also CBO estimated a 2020 real GDP impact of -30bp back in Aug 2019, reflecting the tariffs actually in effect through then. 

So the extra -20bp they estimate now reflects all the new tariffs that have come online since August, plus possible refinements of their model. https://t.co/H1U0kAfWhX",en,uncertainty
"Good morning and have a good day to best friend of the week, Neira Cordelia. https://t.co/04eLVkVxLE",en,positive
"RUMORS:

The Chicago Bulls will meet with Zach LaVine and Klutch Sports right at the start of free agency and ""move quickly to hammer out a long-term max contract. Expect LaVine back in Chicago."" (via @wojespn) https://t.co/JnnndABCCq",en,litigious
Threats.  Against a witness.  Fascism is here.  It won in 2016.  Now we must dig out from the hole our complacency and privilege dug...😢 https://t.co/jfN0bHAuIO,en,litigious
@Berduu this almost made me cry after realising current state of community and bfv,en,uncertainty
"Last ones from below the waterline, promised, but maybe I’m feeling a bit blue with the miserable winter weather outside. 
#mauritiusexplored #mauritiuswithkids #mahebourg #discovermauritius… https://t.co/WCoBquoLrw",en,uncertainty
"@whimsyalien honestly, if Caleb was the vampire instead of Edward, i would have liked him. still been team jacob, but i would have understood bella's not being sure. caleb is perfect baby.",en,positive
"God knew we will never be perfect no matter what and that is exactly why He gave us the Holy Spirit to teach,lead, comfort and guide us so that our mistakes and errors will be limited and we will be able to achieve some level of maturity and keep growing, not perfection.",en,positive
"""Appreciation doesn't pay the rent."" We are in solidarity today with @WTUTeacher in calling for a fair contract. https://t.co/TV7ZbBl9fK",en,litigious
@GUFONRadio @JeremyCorbell @WizardTerence @EMP_Wrecker @g_knapp Just consume provided information as fact Rich. Just except narrative for fact. Plebs are wrong.,en,negative
I didn’t think it was possible but officials are getting worse in this league 3 absolute muppets tonight that didn’t have a clue what they were doing #rufc,en,uncertainty
"@ThePlumLineGS @BillKristol This is a flawed poll. Democrats always get more votes nationally. That doesn't correspond to districts, though. Apparently Democrats have more blow out districts than republicans do.",en,negative
"@johnpauldickson Could you name some of the Australian ""obvious reasons"" that Church has lost its social respectability, please?",en,negative
@IanLogan3 @MooreintheAM You might want to check out  the WSJ.,en,uncertainty
"@MissionWinners Pat, great reminder about controlling risk going
into earnings for AAPL and AMD.
Thank you much",en,uncertainty
@allforksintheo1 @visionofviii I’m good hbu,en,positive
“worthy of the best Stalinist or North Korea propagandist.” ‘Absolute liars': Ex-D.C. Guard official says generals lied to Congress about Jan. 6 - POLITICO https://t.co/xDztDSlOOQ,en,positive
@Flux_Dreams_OA @SadizticKitten Period,cy,positive
Don’t ask questions if you don’t wanna know. Don’t wanna know. 🎶,en,negative
"i know that you'll do great, love! @alexailacad excited to witness another masterpiece! 

ALEXA RESET U&amp;I MOVIECON",en,litigious
"@POTUS Why don't you try protecting our borders and I can't help but notice that when white people die you say nothing🤔 you're just mad because you lost future voters, protect our borders!!!!!!!!!!!",en,negative
Esse Pokémon não é exatamente legal… é interessante https://t.co/rknUNzsusP,pt,litigious
Goes tonight - Incredible Fish https://t.co/oukgla0QVC #NowTV https://t.co/EcWg41f6pU,en,positive
My aunts want to me and amelia to come to New York so bad 🙄🙄🙄,en,negative
@JohnsonWhiteNBA He wouldn’t mind hopping on a team that just won a championship again. KDs 2 rings are flawed.,en,negative
"@pemartmes @Raarme He caigut tres cops. Una caiguda cada any. Accidents sense possibilitat d'evitar-los i si, la gent ajudant-me🤣🤣🤣🤣 i si, soc gran però de debó que van estar causades per el paviment en mal estat i que jo vaig a la meva bola 😂😂😂😂😂😂",ca,negative
How in the hell does @AmericanAir no have charger ports or TV’s on an almost 5 hour flight.,en,uncertainty
"@Goreshx I'll be reading their toolkits as soon as I seem 'em. plan, strategize and synergyzing the team/might be doing SSBKK Goku with these 2, 6star Rose, 4star Whis and Beerus for Blast defenses and Whis' green arts and Beerus in case I need GRN",en,uncertainty
"NASA ARSET: Mapping Refugee Settlement Growth and Population Change, Part 2/4 https://t.co/YLNRcYyVsV",en,litigious
"Second time trying to grow cucumbers. They produced this time, but they’re yellow and not green. I’m not sure what I did wrong. Maybe I’ll try again in August/September for a fall crop? https://t.co/ygrFOPAYWv",en,negative
@fraseringram11 @JanetWhittake19 Criminal law apparently doesn’t pay well.,en,litigious
"@JoyHopk44922575 @solon_woodall @checkerstoday1 @FoxNews Literally NEITHER  of them EVER promoted violence.  The criminals who committed those crimes were condemned by all and faced the full consequences of the law for it.  Judges gave them bail, and SOME who couldn't afford it were helped with bail by a foundation which uses donations",en,litigious
"@CatenaccioIogy Not really arguing with you even if I don't really agree, but it has always seemed mad to me, that English football has no winter break. And the players union is arguing in favor of lesser games for years now, because of the injury risk. So everything in that direction is good.",en,uncertainty
"@ShieldHero85 @tschet Yeah. Amazing how the liars who refuse to testify and try to intimidate others who will testify just can’t get their version of the story into the committee’s record of events. And, Marjorie, we’ve never heard from that poor maligned bomber. 🤷🏻‍♂️",en,negative
"https://t.co/PVu9X3uidy

Not an accident. They planned it. Being ignorant is no excuse!",en,negative
@aedwardslevy Best tweet of the day!,en,positive
@Jamie27615478 @Owlstalk No jos was bad he probably put us in this situation with his negative influence towards the players,en,uncertainty
"@kidsfoodallerg I think there needs to be more discussion about the threshold levels, the ED01 maybe not the correct level to use in this context",en,uncertainty
"@Thidran @porchpodcaster @rattywgatty @2020Comics @godly_gurl @o_kay_em @EmpressAdusei True. I respect you, despite my digs and insults. 

But this right here? Until dispensaries actually open, this is my dream job.",en,positive
@urmilpatel30 Me toh bht badi criminal hoon,et,litigious
